"gene.pair","MFR.value","type"
"O14717_O14939",0.528726835291864,"negative"
"O00451_O14944",0.716542517382154,"positive"
"O14543_O14944",0.655858695234852,"positive"
"O00483_O14949",0.767933276536893,"positive"
"O14561_O14949",0.773528407935712,"positive"
"O14521_O14957",0.746131438832415,"positive"
"O00401_O14964",0.587912229086831,"positive"
"O00444_O14965",0.830382721633937,"positive"
"O14832_O14975",0.743397459905388,"positive"
"O00139_O14980",0.713444788557759,"positive"
"O00443_O15056",0.699157086359818,"positive"
"O14964_O15056",0.626657464222872,"positive"
"O14579_O15066",0.660485289600253,"positive"
"O14782_O15066",0.686692364445563,"positive"
"O00444_O15078",0.719871182823776,"positive"
"O14965_O15078",0.666213661361825,"positive"
"A6NMZ7_O15084",0.626228804760115,"negative"
"O00743_O15084",0.59100495590921,"positive"
"O00212_O15085",0.68703154058008,"positive"
"O00459_O15085",0.725351514564775,"positive"
"A8MTJ3_O15105",0.590663924656477,"negative"
"O14980_O15105",0.667077136720035,"positive"
"O00221_O15111",0.663219503118088,"positive"
"O14920_O15111",0.790239075948408,"positive"
"O14649_O15117",0.583209583461272,"negative"
"O00445_O15123",0.558100723827859,"negative"
"O15054_O15123",0.571000591976975,"negative"
"O00159_O15143",0.662570485076297,"positive"
"O00401_O15143",0.540633348739163,"positive"
"O00443_O15144",0.593020334876732,"positive"
"O14526_O15144",0.653199562213612,"positive"
"O00159_O15145",0.650625034802522,"positive"
"O00443_O15145",0.601620447015377,"positive"
"O14526_O15145",0.621387030046051,"positive"
"O00257_O15146",0.649652379204756,"negative"
"O00468_O15146",0.716893589317956,"positive"
"O00399_O15155",0.669295608084672,"positive"
"O14579_O15155",0.633424678771477,"positive"
"O00139_O15160",0.716184657773306,"negative"
"O14802_O15160",0.631923658983536,"positive"
"O14964_O15160",0.668570006818091,"negative"
"O00300_O15164",0.661384947796264,"negative"
"O00567_O15169",0.627993142744886,"negative"
"O00744_O15197",0.611604149980243,"negative"
"O14949_O15197",0.51767571778865,"negative"
"O15143_O15197",0.572565828946317,"positive"
"O15144_O15197",0.611791538607624,"positive"
"O15111_O15212",0.571700040724734,"negative"
"O14920_O15235",0.459872342788149,"negative"
"A8MTJ3_O15239",0.462901714894922,"negative"
"O15143_O15239",0.611129568341065,"negative"
"O15130_O15244",0.669436615696389,"negative"
"O15078_O15259",0.694016007186284,"positive"
"O00602_O15265",0.652615079015052,"negative"
"A5YM72_O15269",0.50211282031079,"negative"
"O00292_O15273",0.613744871304219,"negative"
"A7KAX9_O15296",0.6188039415132,"negative"
"A8MTJ3_O15303",0.702997359921201,"positive"
"O00585_O15303",0.598829101394823,"positive"
"O15027_O15303",0.573349591240211,"negative"
"A7KAX9_O15305",0.560721431091964,"negative"
"O14827_O15318",0.55958141914023,"negative"
"O15160_O15318",0.716021673621928,"positive"
"O00750_O15327",0.543659629723656,"positive"
"O14732_O15327",0.625910910671075,"positive"
"O15056_O15327",0.648688138105295,"positive"
"O00634_O15342",0.503508721784719,"negative"
"O15259_O15371",0.556866095552187,"negative"
"O14735_O15372",0.660532069940944,"negative"
"O15371_O15372",0.836508442157691,"positive"
"O00548_O15379",0.596149017984381,"negative"
"O14543_O15379",0.532067110820433,"negative"
"O14976_O15379",0.734787165873251,"negative"
"O00574_O15444",0.596512016248534,"positive"
"O14625_O15444",0.694383403795354,"positive"
"O00159_O15446",0.591773685736071,"positive"
"O00468_O15446",0.550304581407396,"negative"
"O14907_O15455",0.652260816780932,"negative"
"O15042_O15460",0.505244148824712,"negative"
"O15212_O15467",0.577592295694546,"negative"
"O15303_O15467",0.654603620477643,"positive"
"O14579_O15498",0.718892173916467,"positive"
"O00560_O15503",0.639894868999957,"negative"
"O00148_O15504",0.663397375308584,"positive"
"O00560_O15504",0.633302104544343,"negative"
"O00159_O15511",0.647144875749645,"positive"
"O00401_O15511",0.562555456132694,"positive"
"O00459_O15511",0.624610137938478,"positive"
"O14746_O15511",0.566146750883427,"negative"
"O14976_O15511",0.656314287210661,"positive"
"O15143_O15511",0.822441568590718,"positive"
"O15145_O15511",0.812887860038676,"positive"
"O15197_O15511",0.574508956274917,"positive"
"O00472_O15514",0.709076210211595,"positive"
"O14686_O15514",0.611843778883405,"positive"
"O15042_O15514",0.747206507253681,"positive"
"O15055_O15516",0.649938944371782,"positive"
"O14511_O15520",0.677391692809004,"positive"
"O00159_O15528",0.57989392307617,"negative"
"A5PLN9_O15530",0.58385682555824,"negative"
"O14763_O15530",0.653512568409588,"negative"
"O14944_O15530",0.680195241490617,"positive"
"O15520_O15530",0.645054850828995,"positive"
"O15055_O15534",0.714759801441402,"positive"
"O15516_O15534",0.75711933062361,"positive"
"O15229_O15553",0.636408186934912,"negative"
"O00468_O43143",0.539477572661465,"negative"
"O15042_O43143",0.760265636179788,"positive"
"O00267_O43148",0.754171609368956,"positive"
"O15514_O43148",0.763064022434352,"positive"
"O00230_O43157",0.65582269185375,"negative"
"O15399_O43166",0.638924571282533,"positive"
"O15514_O43172",0.77079003655787,"positive"
"O14735_O43174",0.57329545525092,"negative"
"O00217_O43181",0.699142896849917,"positive"
"O14957_O43181",0.558979342203989,"positive"
"O00311_O43184",0.589123277779883,"negative"
"O15111_O43187",0.688007022073178,"positive"
"A6NGB9_O43189",0.54923000046897,"negative"
"O00291_O43196",0.624293472585474,"negative"
"O14802_O43242",0.62485043841329,"negative"
"O15327_O43242",0.542092488038295,"negative"
"O43175_O43242",0.654478281683758,"negative"
"O00204_O43252",0.581922548081223,"positive"
"A8K855_O43264",0.626518447442601,"negative"
"O00139_O43264",0.750729091259075,"positive"
"O14579_O43264",0.68923499361399,"positive"
"O15260_O43264",0.754144310083942,"positive"
"O00574_O43280",0.7021497572882,"negative"
"O15144_O43280",0.49147285849765,"negative"
"O15273_O43286",0.584576241250345,"negative"
"O15516_O43295",0.563533672835649,"negative"
"A8MTJ3_O43306",0.661745779097425,"positive"
"O00238_O43306",0.74362760662381,"negative"
"O15303_O43306",0.714215159075027,"positive"
"O15444_O43306",0.701180101522969,"positive"
"O43295_O43307",0.692203617525655,"positive"
"O14520_O43315",0.672781970483682,"positive"
"O00329_O43320",0.628909039530441,"positive"
"O14827_O43320",0.646178751278506,"positive"
"O14818_O43324",0.738691341971437,"negative"
"O00757_O43353",0.54299938644026,"negative"
"O14579_O43353",0.596364210077876,"negative"
"O00744_O43374",0.62964525041879,"negative"
"O15263_O43374",0.536126143849879,"negative"
"O15169_O43390",0.637351246082102,"negative"
"O43172_O43390",0.684547791466351,"positive"
"A6NMZ7_O43426",0.576498995025954,"negative"
"O00155_O43426",0.622796520092358,"negative"
"O00329_O43426",0.606714112368531,"positive"
"O00443_O43426",0.716531232476131,"positive"
"O00459_O43426",0.579466984399968,"positive"
"O15145_O43426",0.624049678924131,"positive"
"O14933_O43432",0.591109483808197,"positive"
"O43172_O43447",0.769353266697213,"positive"
"O43290_O43447",0.674596230909316,"positive"
"O43390_O43447",0.696255631148003,"positive"
"O43395_O43447",0.726248471982519,"positive"
"A8MT69_O43482",0.729683356845005,"positive"
"O15155_O43502",0.629615253351989,"negative"
"O15254_O43502",0.598952686535456,"negative"
"O43306_O43502",0.645204785093418,"negative"
"O15528_O43504",0.627075537405984,"negative"
"O15117_O43506",0.632157281759488,"negative"
"O00401_O43516",0.512845109308706,"positive"
"O43448_O43525",0.728329908364838,"positive"
"O00148_O43541",0.569780171584984,"negative"
"O00238_O43541",0.710288525245699,"positive"
"O00411_O43542",0.643553470459375,"negative"
"O00411_O43543",0.537984917803814,"negative"
"O00398_O43555",0.607843188606584,"positive"
"O14526_O43555",0.672234800687326,"negative"
"O00451_O43561",0.645582481705143,"positive"
"A7MBM2_O43586",0.569933178090681,"negative"
"O15553_O43586",0.652403818221774,"positive"
"O00230_O43603",0.655330328532589,"positive"
"O00241_O43603",0.640092342767783,"negative"
"O00574_O43603",0.651061188378776,"positive"
"O15467_O43603",0.62266250954089,"positive"
"O00398_O43612",0.641194697413172,"positive"
"O15552_O43612",0.657266284204678,"positive"
"O43166_O43612",0.545310153656724,"negative"
"O00398_O43613",0.655881089954903,"positive"
"O15130_O43613",0.635478234919271,"positive"
"O00330_O43614",0.477627575818171,"negative"
"O14949_O43614",0.463369306022018,"negative"
"O15047_O43614",0.581165066568276,"negative"
"O15130_O43614",0.617383534955133,"positive"
"O15552_O43614",0.727391505968564,"positive"
"O43193_O43614",0.745566160234965,"positive"
"O43555_O43614",0.666722882556411,"positive"
"O15027_O43617",0.697962048188837,"positive"
"O43609_O43617",0.543744112220435,"negative"
"O43447_O43660",0.764424505836032,"positive"
"O00763_O43674",0.642033692401485,"negative"
"O14957_O43674",0.718335860228165,"positive"
"O14561_O43676",0.766041135894097,"positive"
"O43181_O43676",0.587487348148618,"positive"
"O43181_O43677",0.565671650764368,"positive"
"O43676_O43677",0.75327252985401,"positive"
"O14561_O43678",0.597003800246804,"positive"
"O43181_O43678",0.653588706124338,"positive"
"O43613_O43678",0.610039064378946,"negative"
"A5PLN9_O43681",0.472463614285609,"negative"
"O00139_O43683",0.776509204349001,"positive"
"O00139_O43684",0.793969387677714,"positive"
"O14980_O43684",0.764174023309588,"positive"
"O43157_O43715",0.573082934283519,"negative"
"O43264_O43731",0.641849809190577,"positive"
"O14613_O43752",0.714200803905044,"negative"
"O14561_O43766",0.711423874678457,"positive"
"O00273_O43772",0.551107789724297,"negative"
"O00139_O43790",0.515591945062757,"negative"
"O15498_O43791",0.627120768174743,"negative"
"O14975_O43808",0.746113584124714,"positive"
"O15234_O43809",0.609087256582624,"positive"
"O43143_O43809",0.729591375500822,"positive"
"O43390_O43809",0.684486105932577,"positive"
"O43395_O43809",0.768647915223482,"positive"
"O43660_O43809",0.745500923087272,"positive"
"O15213_O43818",0.773107373240303,"positive"
"O43242_O43818",0.711864407220021,"negative"
"O43320_O43826",0.627110042666304,"negative"
"O15130_O43865",0.534503289462551,"negative"
"O15379_O43865",0.717392981477127,"negative"
"A5YM72_O43903",0.684299050491861,"negative"
"O14757_O43913",0.694634619518325,"positive"
"O43395_O43913",0.724819384709455,"negative"
"A8K4G0_O43914",0.73373343697337,"positive"
"O00241_O43914",0.778251534409117,"positive"
"O14561_O43920",0.750141174289719,"positive"
"O14827_O43920",0.51522360412739,"negative"
"O15239_O43920",0.754088288429849,"positive"
"O43674_O43920",0.691352434487984,"positive"
"O43676_O43920",0.739581311263036,"positive"
"O15197_O43921",0.621270625753385,"positive"
"O15525_O43921",0.531225828154277,"negative"
"O15084_O43924",0.57109332025292,"negative"
"O14625_O43927",0.790622973055656,"positive"
"O15027_O43927",0.569806569796654,"negative"
"O43603_O43927",0.688830826169398,"positive"
"O00311_O43929",0.723933835023456,"positive"
"O14757_O43929",0.715331323752595,"positive"
"O43913_O43929",0.76789594955126,"positive"
"O15265_O60216",0.652579853336906,"negative"
"O15504_O60218",0.573028063760203,"negative"
"O43314_O60218",0.538436469789567,"negative"
"O00212_O60220",0.597352949023815,"negative"
"O00398_O60229",0.555176384305714,"positive"
"O00459_O60229",0.640567494703064,"positive"
"O14559_O60229",0.665177913681163,"positive"
"O43187_O60229",0.72637161839366,"negative"
"O43613_O60229",0.628817483737586,"positive"
"O43189_O60231",0.683261342270508,"negative"
"O43290_O60231",0.698997601290542,"positive"
"O43809_O60231",0.726385290031482,"positive"
"O43187_O60240",0.604352694441014,"negative"
"A8K7I4_O60243",0.614532337273358,"negative"
"O14544_O60244",0.657132609347077,"negative"
"O43513_O60244",0.805900803267935,"positive"
"O00459_O60258",0.57627210601292,"positive"
"O15020_O60258",0.664781317710663,"positive"
"O15399_O60258",0.644250167005901,"positive"
"O43174_O60258",0.652069463748927,"negative"
"O43320_O60258",0.686157159299166,"positive"
"O43559_O60258",0.663227061241991,"positive"
"O43747_O60258",0.495105126895164,"negative"
"O14521_O60262",0.563654030685464,"negative"
"O14543_O60262",0.581077194532537,"negative"
"O15117_O60262",0.65820863466423,"negative"
"O00231_O60264",0.685362182121657,"negative"
"O15303_O60266",0.61136594572721,"positive"
"O15399_O60266",0.6093681775991,"positive"
"A2RUC4_O60294",0.61069787601109,"positive"
"O14944_O60294",0.473297221266929,"negative"
"O15514_O60294",0.598837463976935,"negative"
"O43157_O60294",0.496544921458365,"negative"
"O43172_O60306",0.675615833949544,"positive"
"O43390_O60306",0.604758518742026,"positive"
"O00161_O60331",0.654557561491342,"negative"
"O00443_O60331",0.625568844624782,"positive"
"O00459_O60331",0.696800724684476,"positive"
"O14944_O60331",0.606357572167731,"positive"
"O15327_O60331",0.545882677339074,"positive"
"O00241_O60343",0.535519055755619,"negative"
"O43920_O60353",0.565273975020575,"negative"
"O00541_O60359",0.515614867976085,"negative"
"O14827_O60403",0.609950466689253,"negative"
"O14874_O60404",0.528488279669423,"negative"
"O14625_O60431",0.521062732891116,"negative"
"O00291_O60437",0.612384739400042,"negative"
"O14578_O60469",0.678182992974403,"negative"
"O14656_O60476",0.607126051801116,"negative"
"O43614_O60494",0.652530798448693,"negative"
"O00459_O60500",0.531651240383421,"positive"
"O15169_O60508",0.654066426137294,"negative"
"O15427_O60508",0.594507237772961,"negative"
"O15466_O60508",0.517889196074474,"negative"
"O43390_O60508",0.665410768020433,"positive"
"O43447_O60508",0.755601776673787,"positive"
"O43683_O60512",0.617920854174544,"negative"
"O14925_O60513",0.576055960074544,"negative"
"O14511_O60542",0.608825251256117,"positive"
"O14827_O60542",0.560391473843169,"positive"
"O14944_O60542",0.600259351894295,"positive"
"O00421_O60543",0.556468135889297,"negative"
"O43929_O60543",0.531864560614783,"negative"
"O43193_O60563",0.56539224144768,"negative"
"A4GXA9_O60573",0.576889494450798,"negative"
"O43678_O60583",0.521602219985565,"negative"
"O14511_O60609",0.6531945712295,"positive"
"O14944_O60609",0.734810888068022,"positive"
"O15020_O60609",0.693848618814808,"positive"
"O14531_O60610",0.623300875089592,"negative"
"O43914_O60645",0.607670643231972,"negative"
"O60240_O60669",0.57292080899386,"negative"
"O00451_O60671",0.532856726642706,"negative"
"O14933_O60673",0.614071476682919,"positive"
"O43920_O60673",0.595772646864407,"negative"
"O60266_O60673",0.587560137855156,"negative"
"O00257_O60674",0.627846758270411,"negative"
"O00329_O60674",0.662138501321933,"positive"
"O14492_O60674",0.692714882370212,"positive"
"O14543_O60674",0.648375638559102,"positive"
"O14827_O60674",0.579547015285861,"positive"
"O15520_O60674",0.719489330498497,"positive"
"O43320_O60674",0.614202828050239,"positive"
"O60542_O60674",0.61335783815909,"positive"
"O60609_O60674",0.541423583062328,"positive"
"O15511_O60701",0.62022239303709,"negative"
"O43182_O60701",0.594552105249686,"negative"
"O43715_O60701",0.6111097566496,"negative"
"O15020_O60706",0.567059589822502,"negative"
"O43264_O60706",0.544234844545506,"negative"
"O15504_O60755",0.569587087991367,"negative"
"O43306_O60755",0.689330874068302,"positive"
"O60266_O60755",0.573714153569019,"positive"
"O00238_O60762",0.518357114941851,"negative"
"O43143_O60762",0.715405017498226,"negative"
"O00399_O60763",0.664040274040034,"positive"
"O00743_O60763",0.627327679198135,"positive"
"O43237_O60763",0.651801251166858,"positive"
"O15265_O60779",0.553106209546397,"negative"
"O15273_O60779",0.575361164359093,"negative"
"O60508_O60779",0.515525226769189,"negative"
"O00267_O60783",0.638955118073772,"negative"
"O15244_O60783",0.522146058902277,"negative"
"O15372_O60783",0.639567947210676,"negative"
"O43196_O60783",0.601640904269403,"negative"
"O60729_O60783",0.546235524340611,"negative"
"O15455_O60825",0.605890279585435,"negative"
"O14746_O60832",0.680312669195778,"positive"
"O15213_O60832",0.818407157423816,"positive"
"O43633_O60832",0.665144481004442,"negative"
"O00305_O60840",0.697779745236857,"positive"
"O14717_O60840",0.542107022769993,"negative"
"A7MBM2_O60841",0.54583098967703,"negative"
"O00139_O60879",0.612642345833823,"positive"
"O43264_O60879",0.602259005286981,"positive"
"O43683_O60879",0.600050366506297,"positive"
"O43897_O60879",0.527168241364335,"negative"
"O00512_O60880",0.517411254765621,"negative"
"O00754_O60890",0.528867666641282,"negative"
"O43752_O60890",0.503857925888623,"negative"
"O43306_O60896",0.71936011533774,"positive"
"O60895_O60896",0.843450898513059,"positive"
"O43502_O60911",0.637925277360773,"negative"
"O14904_O60925",0.50459568269842,"negative"
"O14757_O60934",0.772924261735761,"positive"
"O15213_O60934",0.672609520629596,"negative"
"O43542_O60934",0.688865328032849,"positive"
"A8MTZ0_O60938",0.499890798759099,"negative"
"O43505_O60938",0.584830116189119,"positive"
"O60513_O60938",0.656594283593075,"positive"
"O15514_O60942",0.803161616540377,"positive"
"O00212_O75044",0.69875639351254,"positive"
"O14827_O75044",0.624080747841337,"positive"
"O15085_O75044",0.654527395976533,"positive"
"O43307_O75044",0.628786794562286,"positive"
"O43617_O75044",0.517916078393059,"negative"
"O14594_O75051",0.655702084149774,"negative"
"O43157_O75051",0.692927884170328,"positive"
"O14641_O75061",0.596524151949172,"positive"
"O14964_O75061",0.641981603921514,"positive"
"O14976_O75061",0.51820946929223,"positive"
"O15144_O75061",0.507411312764926,"positive"
"O43597_O75061",0.664384637492501,"negative"
"O15530_O75064",0.727763610135396,"negative"
"O14832_O75093",0.527367593631725,"negative"
"O60359_O75093",0.675975807091719,"negative"
"O00468_O75096",0.584632043223284,"positive"
"A1L190_O75116",0.550002416686074,"negative"
"O14494_O75116",0.667413905522708,"negative"
"O15197_O75116",0.589123936989259,"positive"
"O43307_O75116",0.627209442514834,"positive"
"O15123_O75143",0.548385030973927,"negative"
"O14910_O75144",0.705551591370534,"negative"
"O14810_O75145",0.750899481966061,"positive"
"A8K4G0_O75146",0.526917469733383,"negative"
"O14641_O75146",0.605456414195877,"positive"
"O75061_O75146",0.594612872898353,"positive"
"O43809_O75152",0.659708398967035,"positive"
"O60551_O75152",0.586180171185493,"negative"
"O00444_O75161",0.671674239606012,"positive"
"O15357_O75161",0.658592824974899,"negative"
"O43684_O75164",0.711736750059003,"negative"
"O60841_O75164",0.74439139699359,"negative"
"O14777_O75175",0.696497593232446,"negative"
"O14732_O75191",0.644749088587681,"negative"
"O43559_O75197",0.70455945672621,"negative"
"O75144_O75208",0.514670365046289,"negative"
"O14841_O75223",0.622373180010213,"positive"
"O43541_O75223",0.63661540073136,"negative"
"O14561_O75251",0.72595405614029,"positive"
"O43676_O75251",0.701915465999281,"positive"
"O75175_O75251",0.600864586658931,"negative"
"O00217_O75306",0.791551057518478,"positive"
"O00754_O75306",0.556083552868322,"negative"
"O14561_O75306",0.738714982403658,"positive"
"O14757_O75306",0.669204838631997,"negative"
"O14950_O75306",0.646961477994828,"negative"
"O43181_O75306",0.58198482733141,"positive"
"O75251_O75306",0.721757083878835,"positive"
"O00602_O75326",0.720380311409411,"negative"
"O14880_O75326",0.501856118045246,"negative"
"O15444_O75326",0.738518782587291,"negative"
"O15078_O75330",0.580494445941539,"positive"
"O43805_O75330",0.634555945159608,"positive"
"O60925_O75330",0.613092826776351,"negative"
"O00305_O75335",0.66886303439786,"positive"
"O43193_O75335",0.606956366075805,"negative"
"B0YJ81_O75342",0.568939423770944,"negative"
"A1L190_O75344",0.645928958838691,"positive"
"O60216_O75344",0.621292308392253,"positive"
"O15047_O75347",0.608369762502727,"negative"
"O00634_O75348",0.476014879870388,"negative"
"O14957_O75376",0.636590814129506,"negative"
"O15379_O75376",0.738671221145713,"positive"
"O00305_O75379",0.551137299032728,"negative"
"O14526_O75379",0.642820853921312,"positive"
"O14905_O75379",0.58522334220169,"negative"
"O75061_O75379",0.589603620626358,"positive"
"O14949_O75380",0.748390007117408,"positive"
"O15516_O75380",0.58241433061111,"negative"
"O43903_O75380",0.532595845387888,"negative"
"O43920_O75380",0.740993675510217,"positive"
"O75251_O75380",0.703589019472686,"positive"
"O75306_O75380",0.716177177494357,"positive"
"O15212_O75385",0.582707876254546,"negative"
"O75143_O75385",0.69517793564925,"positive"
"O15234_O75388",0.484872580234234,"negative"
"O60895_O75388",0.648260210707954,"positive"
"O00330_O75390",0.700431547759882,"positive"
"O14653_O75396",0.687230464204037,"positive"
"O15027_O75396",0.669174465113244,"positive"
"O15155_O75396",0.736924609490666,"positive"
"O43264_O75396",0.70116203292055,"positive"
"O14957_O75400",0.626420477653258,"negative"
"O15042_O75400",0.75382112219003,"positive"
"O15514_O75400",0.743124052278991,"positive"
"O43541_O75400",0.621978116201478,"negative"
"O43660_O75400",0.738781598742949,"positive"
"A8K4G0_O75419",0.519576848576901,"negative"
"O60669_O75419",0.473814842645483,"negative"
"O43542_O75436",0.52247970666848,"negative"
"O75348_O75436",0.681222930673642,"negative"
"O43920_O75438",0.746821692370242,"positive"
"O00744_O75439",0.524681257398181,"negative"
"O43426_O75446",0.645217896080152,"negative"
"O60499_O75446",0.55293407610961,"negative"
"O15379_O75448",0.774762418117618,"positive"
"O75376_O75448",0.774905576893953,"positive"
"O15511_O75452",0.512093236355502,"negative"
"O43772_O75473",0.511559606741308,"negative"
"O60294_O75475",0.516725956267442,"negative"
"O15169_O75477",0.678640735613935,"negative"
"O43482_O75477",0.618375272007101,"negative"
"O15265_O75486",0.751869113637727,"positive"
"O60243_O75487",0.636849807709966,"positive"
"O75390_O75487",0.565033384488677,"negative"
"O75094_O75489",0.684135555989885,"negative"
"O75335_O75489",0.512063525832832,"negative"
"O43929_O75496",0.710534964384659,"positive"
"O75396_O75496",0.640661171850646,"negative"
"O60760_O75506",0.539885573720131,"negative"
"A2RUC4_O75525",0.505899946082452,"negative"
"O15239_O75525",0.5685722051082,"negative"
"O75116_O75525",0.655734465230667,"negative"
"O00451_O75529",0.520620593050568,"negative"
"O15085_O75529",0.517409249427129,"negative"
"O00221_O75531",0.595023407244028,"negative"
"O14495_O75531",0.574116893303126,"negative"
"O15270_O75531",0.514575863405675,"negative"
"O15042_O75533",0.71569996274555,"positive"
"O43390_O75533",0.684003698938002,"positive"
"O43660_O75533",0.714687876941662,"positive"
"O43143_O75554",0.613926113775295,"positive"
"O43290_O75554",0.653368644034323,"positive"
"O43395_O75554",0.660764130885479,"positive"
"O60934_O75563",0.681375722276868,"negative"
"O15446_O75575",0.630590038535425,"negative"
"O75144_O75575",0.568667966473503,"negative"
"O14640_O75581",0.728324691115588,"positive"
"O14880_O75581",0.608245962908474,"negative"
"O75529_O75581",0.559853745979736,"negative"
"O14492_O75582",0.59988422493291,"negative"
"O43559_O75593",0.671445171591556,"negative"
"O15553_O75600",0.546880065258448,"negative"
"O00451_O75604",0.629293383022403,"negative"
"O14904_O75616",0.512528866884318,"negative"
"O15085_O75616",0.577393186611844,"negative"
"O15235_O75616",0.697770849533683,"positive"
"O60331_O75616",0.603854829431016,"negative"
"O00602_O75636",0.682629929757454,"positive"
"O43159_O75636",0.633693910889826,"negative"
"O43143_O75643",0.769266147639011,"positive"
"O43290_O75643",0.68670464306174,"positive"
"O60306_O75643",0.676494420412827,"positive"
"O60508_O75643",0.735002135117097,"positive"
"O75400_O75643",0.757778480088642,"positive"
"O00444_O75665",0.64410978148387,"positive"
"O15516_O75665",0.643366693901467,"negative"
"O75582_O75676",0.673965462081867,"positive"
"O14933_O75688",0.648285202805204,"positive"
"O00148_O75691",0.772009666660775,"negative"
"O60832_O75691",0.778183431939008,"positive"
"O00425_O75694",0.603881226970579,"positive"
"O14543_O75694",0.513619388503077,"negative"
"O15504_O75694",0.695954287270891,"positive"
"O75064_O75694",0.572596893905116,"negative"
"O00461_O75695",0.569528552337624,"negative"
"O14907_O75695",0.53334093126335,"negative"
"O00267_O75746",0.555174064819788,"negative"
"O75096_O75746",0.643978585645298,"negative"
"O60331_O75747",0.607599516173413,"positive"
"O14796_O75751",0.580525306341211,"negative"
"O14939_O75751",0.562249153168263,"negative"
"O15078_O75807",0.655334193455911,"negative"
"O15105_O75807",0.709626556995026,"positive"
"O15160_O75817",0.703179696197771,"positive"
"O15318_O75817",0.686737439652451,"positive"
"O60343_O75817",0.589196944476103,"negative"
"O14802_O75818",0.567236234929309,"positive"
"O15160_O75818",0.732036650818,"positive"
"O15372_O75821",0.802861004636753,"positive"
"O15530_O75821",0.678444200767863,"negative"
"O43181_O75821",0.495568247260949,"negative"
"O75335_O75821",0.483610563351109,"negative"
"O60841_O75822",0.692740828219971,"positive"
"O75821_O75822",0.64374088626059,"positive"
"O14818_O75832",0.721653023034223,"positive"
"O15120_O75832",0.613634582804095,"negative"
"O00254_O75843",0.495020841368542,"negative"
"O14964_O75845",0.555016570790096,"negative"
"A5PLN9_O75865",0.471389194606202,"positive"
"O15084_O75865",0.559816273416017,"positive"
"O00744_O75874",0.48205115726605,"negative"
"O14832_O75874",0.691659272192939,"positive"
"O43920_O75881",0.476559197509369,"negative"
"O14526_O75886",0.581760032710484,"positive"
"O14641_O75886",0.634649385003905,"positive"
"O14964_O75886",0.566572326822397,"positive"
"O14976_O75886",0.507987307984862,"positive"
"O75146_O75886",0.538479313015949,"positive"
"O14576_O75888",0.599086508434046,"negative"
"O60551_O75888",0.53994306924143,"negative"
"O00273_O75897",0.579982866087464,"negative"
"O15382_O75897",0.527374867084637,"negative"
"O00585_O75899",0.598177852515731,"positive"
"O14543_O75899",0.549759984328716,"negative"
"O14610_O75899",0.603453937395881,"positive"
"O15303_O75899",0.753193315724603,"positive"
"O43927_O75899",0.636780254544586,"positive"
"O60266_O75899",0.621667509685304,"positive"
"O75569_O75899",0.526563083999481,"negative"
"O43684_O75907",0.615032370987919,"negative"
"A2RUC4_O75909",0.639596328697214,"negative"
"B0YJ81_O75909",0.611373469283789,"negative"
"O60563_O75909",0.773320746727875,"positive"
